Time	VolPulse	BloodFlow	ECG
18.195	-5.270	-8.085	-185.300
18.200	-5.290	-8.718	-147.400
18.205	-5.310	-8.470	-140.100
18.210	-5.320	-8.180	-156.200
18.215	-5.340	-6.876	-161.200
18.220	-5.340	-2.416	-155.600
18.225	-5.310	4.877	-148.100
18.230	-5.240	13.126	-177.800
18.235	-5.130	19.095	-197.300
18.240	-5.010	NaN	-216.500
18.245	-4.880	20.428	-234.800
18.250	-4.760	NaN	-265.400
18.255	-4.640	20.464	-299.600
18.260	-4.510	NaN	-299.600
18.265	-4.390	NaN	-285.600
18.270	-4.270	NaN	-282.700
18.275	-4.150	NaN	-328.500
18.280	-4.020	NaN	-343.500
